company¬,country¬,director¬,genre¬,name¬,rating¬,runtime¬,writer¬,year¬,,,
Dimension Films¬,USA¬,David Twohy¬,Horror¬,Below¬,R¬,105¬,Lucas Sussman¬,2002¬,,,
Paramount Pictures¬,USA¬,Jonathan Frakes¬,Action¬,Clockstoppers¬,PG¬,94¬,Rob Hedden¬,2002¬,,,
Touchstone Pictures¬,USA¬,Barry Sonnenfeld¬,Comedy¬,Big Trouble¬,PG-13¬,85¬,Dave Barry¬,2002¬,,,
DreamWorks¬,USA¬,Woody Allen¬,Comedy¬,Hollywood Ending¬,PG-13¬,112¬,Woody Allen¬,2002¬,,,
Walt Disney Pictures¬,Canada¬,Brian Levant¬,Adventure¬,Snow Dogs¬,PG¬,99¬,Jim Kouf¬,2002¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,John Polson¬,Drama¬,Swimfan¬,PG-13¬,85¬,Charles F. Bohl¬,2002¬,,,
Fox 2000 Pictures¬,USA¬,Charles Stone III¬,Comedy¬,Drumline¬,PG-13¬,118¬,Shawn Schepps¬,2002¬,,,
South Pacific Pictures¬,New Zealand¬,Niki Caro¬,Drama¬,La leyenda de las ballenas¬,PG-13¬,101¬,Niki Caro¬,2002¬,,,
Malpaso Productions¬,USA¬,Clint Eastwood¬,Action¬,Blood Work¬,R¬,110¬,Michael Connelly¬,2002¬,,,
Paramount Pictures¬,UK¬,Shekhar Kapur¬,Adventure¬,The Four Feathers¬,PG-13¬,132¬,A.E.W. Mason¬,2002¬,,,
Metro-Goldwyn-Mayer (MGM)¬,USA¬,Tim Story¬,Comedy¬,Barbershop¬,PG-13¬,102¬,Mark Brown¬,2002¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,John Schultz¬,Comedy¬,Like Mike¬,PG¬,99¬,Michael Elliot¬,2002¬,,,
Centre National de la Cin�matographie (CNC)¬,France¬,Jean-Claude Brisseau¬,Comedy¬,Secret Things¬,UNRATED¬,115¬,Jean-Claude Brisseau¬,2002¬,,,
Revolution Films¬,UK¬,Michael Winterbottom¬,Biography¬,24 Hour Party People¬,R¬,117¬,Frank Cottrell Boyce¬,2002¬,,,
Material¬,USA¬,Tom Dey¬,Action¬,Showtime¬,PG-13¬,95¬,Jorge Saralegui¬,2002¬,,,
Columbia Pictures Corporation¬,USA¬,Betty Thomas¬,Action¬,I Spy¬,PG-13¬,97¬,Morton S. Fine¬,2002¬,,,
Castle Rock Entertainment¬,USA¬,D.J. Caruso¬,Crime¬,The Salton Sea¬,R¬,103¬,Tony Gayton¬,2002¬,,,
Revolution Studios¬,USA¬,Perry Andelin Blake¬,Adventure¬,The Master of Disguise¬,PG¬,80¬,Dana Carvey¬,2002¬,,,
Miramax¬,UK¬,Oliver Parker¬,Comedy¬,The Importance of Being Earnest¬,PG¬,97¬,Oscar Wilde¬,2002¬,,,
Cheyenne Enterprises¬,USA¬,Gregory Hoblit¬,Drama¬,Hart's War¬,R¬,125¬,John Katzenbach¬,2002¬,,,
Silver Sphere Corporation¬,USA¬,Don Coscarelli¬,Comedy¬,Bubba Ho-Tep¬,R¬,92¬,Joe R. Lansdale¬,2002¬,,,
Pioneer LDC¬,Japan¬,Takashi Shimizu¬,Horror¬,Ju-on: The Grudge¬,R¬,92¬,Takashi Shimizu¬,2002¬,,,
Universal Pictures¬,USA¬,Malcolm D. Lee¬,Action¬,Undercover Brother¬,PG-13¬,86¬,John Ridley¬,2002¬,,,
Memfis Film¬,Sweden¬,Lukas Moodysson¬,Crime¬,Lilya 4-Ever¬,R¬,109¬,Lukas Moodysson¬,2002¬,,,
BBC Films¬,UK¬,Stephen Frears¬,Crime¬,Dirty Pretty Things¬,R¬,97¬,Steven Knight¬,2002¬,,,
All Girl Productions¬,USA¬,Callie Khouri¬,Drama¬,Divine Secrets of the Ya-Ya Sisterhood¬,PG-13¬,116¬,Rebecca Wells¬,2002¬,,,
Castle Rock Entertainment¬,USA¬,Ron Underwood¬,Comedy¬,The Adventures of Pluto Nash¬,PG-13¬,95¬,Neil Cuthbert¬,2002¬,,,
Fox Searchlight Pictures¬,USA¬,Denzel Washington¬,Biography¬,Antwone Fisher¬,PG-13¬,120¬,Antwone Fisher¬,2002¬,,,
Columbia Pictures Corporation¬,USA¬,Rob Minkoff¬,Animation¬,Stuart Little 2¬,PG¬,77¬,E.B. White¬,2002¬,,,
Paramount Pictures¬,USA¬,Joe Carnahan¬,Crime¬,Narc¬,R¬,105¬,Joe Carnahan¬,2002¬,,,
Hell's Kitchen Films¬,Ireland¬,Jim Sheridan¬,Drama¬,Tierra de sue�os¬,PG-13¬,105¬,Jim Sheridan¬,2002¬,,,
Atlas Entertainment¬,USA¬,John McTiernan¬,Action¬,Rollerball¬,R¬,98¬,William Harrison¬,2002¬,,,
Crossfire Sound & Pictures¬,USA¬,Jordan Brady¬,Comedy¬,Waking Up in Reno¬,R¬,91¬,Brent Briscoe¬,2002¬,,,
Universal Pictures¬,USA¬,Tom Shadyac¬,Drama¬,Dragonfly¬,PG-13¬,104¬,Brandon Camp¬,2002¬,,,
Warner Bros.¬,UK¬,Danny DeVito¬,Comedy¬,Death to Smoochy¬,R¬,109¬,Adam Resnick¬,2002¬,,,
Kanzaman¬,UK¬,Paul McGuigan¬,Crime¬,The Reckoning¬,R¬,112¬,Barry Unsworth¬,2002¬,,,
Blockbuster Films¬,USA¬,David Jacobson¬,Biography¬,Dahmer¬,R¬,101¬,David Jacobson¬,2002¬,,,
FTM Productions¬,Germany¬,Reginald Hudlin¬,Comedy¬,Serving Sara¬,PG-13¬,100¬,Jay Scherick¬,2002¬,,,
"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)¬",USA¬,Wallace Wolodarsky¬,Comedy¬,Sorority Boys¬,R¬,93¬,Joe Jarvis¬,2002¬,,,
Castelao Producciones¬,USA¬,Jaume Balaguer�¬,Horror¬,Darkness¬,PG-13¬,88¬,Jaume Balaguer�¬,2002¬,,,
Bac Films¬,France¬,C�dric Klapisch¬,Comedy¬,L'auberge espagnole¬,R¬,122¬,C�dric Klapisch¬,2002¬,,,
Miramax¬,UK¬,Phillip Noyce¬,Drama¬,The Quiet American¬,R¬,101¬,Graham Greene¬,2002¬,,,
"State Hermitage Museum, The¬",Russia¬,Aleksandr Sokurov¬,Drama¬,Russian Ark¬,NOT RATED¬,99¬,Boris Khaimsky¬,2002¬,,,
Dimension Films¬,USA¬,Robert Harmon¬,Horror¬,They¬,PG-13¬,89¬,Brendan Hood¬,2002¬,,,
Gold Circle Films¬,USA¬,Nicolas Cage¬,Crime¬,Sonny¬,R¬,110¬,John Carlen¬,2002¬,,,
Rumbalara Films¬,Australia¬,Phillip Noyce¬,Adventure¬,Cerca de la libertad¬,PG¬,94¬,Doris Pilkington¬,2002¬,,,
Gold Circle Films¬,USA¬,Mars Callahan¬,Comedy¬,Poolhall Junkies¬,R¬,99¬,Mars Callahan¬,2002¬,,,
First Look International¬,UK¬,Matthew Bright¬,Biography¬,Bundy¬,R¬,99¬,Stephen Johnston¬,2002¬,,,
Disney Television Animation¬,USA¬,Robin Budd¬,Animation¬,Peter Pan II: Return to Neverland¬,G¬,72¬,Temple Mathews¬,2002¬,,,
Paramount Pictures¬,USA¬,Stephen Gaghan¬,Drama¬,Abandon¬,PG-13¬,99¬,Stephen Gaghan¬,2002¬,,,
HBO Films¬,USA¬,Patricia Cardoso¬,Comedy¬,Real Women Have Curves¬,PG-13¬,90¬,Josefina Lopez¬,2002¬,,,
Sony Pictures Classics¬,USA¬,Lisa Cholodenko¬,Drama¬,Laurel Canyon¬,R¬,103¬,Lisa Cholodenko¬,2002¬,,,
MDP Worldwide¬,UK¬,William Malone¬,Crime¬,Feardotcom¬,R¬,101¬,Moshe Diamant¬,2002¬,,,
Walt Disney Pictures¬,USA¬,Peter Hastings¬,Comedy¬,The Country Bears¬,G¬,88¬,Mark Perez¬,2002¬,,,
First Look International¬,Germany¬,Bruce Beresford¬,Drama¬,Evelyn¬,PG¬,94¬,Paul Pender¬,2002¬,,,
Alliance Atlantis Communications¬,Canada¬,Dewey Nicks¬,Comedy¬,Slackers¬,R¬,86¬,David H. Steinberg¬,2002¬,,,
Franchise Pictures¬,USA¬,Wych Kaosayananda¬,Action¬,Ballistic: Ecks vs. Sever¬,R¬,91¬,Alan B. McElroy¬,2002¬,,,
Warner Bros.¬,USA¬,Harold Ramis¬,Comedy¬,Analyze That¬,R¬,96¬,Kenneth Lonergan¬,2002¬,,,
Epsilon Motion Pictures¬,USA¬,Gus Van Sant¬,Adventure¬,Gerry¬,R¬,103¬,Casey Affleck¬,2002¬,,,
Scottish Screen¬,Ireland¬,Peter Mullan¬,Drama¬,The Magdalene Sisters¬,R¬,114¬,Peter Mullan¬,2002¬,,,
Red Chillies Entertainment¬,India¬,Sanjay Leela Bhansali¬,Musical¬,Devdas¬,Not specified¬,185¬,Saratchandra Chatterjee¬,2002¬,,,
Focus Puller Inc.¬,USA¬,Paul Schrader¬,Biography¬,Auto Focus¬,R¬,105¬,Robert Graysmith¬,2002¬,,,
BIM Distribuzione¬,France¬,Fran�ois Ozon¬,Comedy¬,8 Women¬,R¬,111¬,Fran�ois Ozon¬,2002¬,,,
FGM Entertainment¬,USA¬,Zoe Clarke-Williams¬,Drama¬,New Best Friend¬,R¬,91¬,Victoria Strouse¬,2002¬,,,
B�rd Scann�n na h�ireann¬,UK¬,Paul Greengrass¬,Drama¬,Bloody Sunday¬,R¬,107¬,Paul Greengrass¬,2002¬,,,
Beacon Communications¬,USA¬,Michael Hoffman¬,Drama¬,The Emperor's Club¬,PG-13¬,109¬,Ethan Canin¬,2002¬,,,
Focus Features¬,USA¬,Neil LaBute¬,Drama¬,Possession¬,PG-13¬,102¬,A.S. Byatt¬,2002¬,,,
CineWild¬,USA¬,Scott Kalvert¬,Action¬,Deuces Wild¬,R¬,96¬,Paul Kimatian¬,2002¬,,,
United Artists¬,USA¬,Burr Steers¬,Comedy¬,Igby Goes Down¬,R¬,98¬,Burr Steers¬,2002¬,,,
Miramax¬,UK¬,Tom Tykwer¬,Crime¬,Heaven¬,R¬,97¬,Krzysztof Kieslowski¬,2002¬,,,
Franchise Pictures¬,USA¬,Michael Caton-Jones¬,Crime¬,City by the Sea¬,R¬,108¬,Mike McAlary¬,2002¬,,,
Universal Pictures¬,Germany¬,Jim Gillespie¬,Crime¬,Eye See You¬,R¬,96¬,Howard Swindle¬,2002¬,,,
Alta Films¬,UK¬,Ken Loach¬,Crime¬,Sweet Sixteen¬,R¬,106¬,Paul Laverty¬,2002¬,,,
Universal Pictures¬,Germany¬,Jonathan Demme¬,Mystery¬,The Truth About Charlie¬,PG-13¬,104¬,Peter Stone¬,2002¬,,,
Les Films Alain Sarde¬,UK¬,Mike Leigh¬,Drama¬,All or Nothing¬,R¬,128¬,Mike Leigh¬,2002¬,,,
Miramax¬,USA¬,Steven Soderbergh¬,Comedy¬,Full Frontal¬,R¬,101¬,Coleman Hough¬,2002¬,,,
Screen Gems¬,USA¬,Don Michael Paul¬,Action¬,Half Past Dead¬,PG-13¬,98¬,Don Michael Paul¬,2002¬,,,
Bavaria Film¬,Finland¬,Aki Kaurism�ki¬,Comedy¬,The Man Without a Past¬,PG-13¬,97¬,Aki Kaurism�ki¬,2002¬,,,
Fox Searchlight Pictures¬,USA¬,Rick Famuyiwa¬,Romance¬,Brown Sugar¬,PG-13¬,109¬,Michael Elliot¬,2002¬,,,
New Line Cinema¬,USA¬,Kevin Bray¬,Action¬,All About the Benjamins¬,R¬,95¬,Ronald Lang¬,2002¬,,,
Fox Searchlight Pictures¬,USA¬,Bob Dolman¬,Comedy¬,The Banger Sisters¬,R¬,100¬,Bob Dolman¬,2002¬,,,
Melampo Cinematografica¬,Italy¬,Roberto Benigni¬,Comedy¬,Pinocchio¬,G¬,108¬,Roberto Benigni¬,2002¬,,,
Det Danske Filminstitut¬,Denmark¬,Susanne Bier¬,Drama¬,Open Hearts¬,R¬,113¬,Anders Thomas Jensen¬,2002¬,,,
American Zoetrope¬,USA¬,Anthony Abrams¬,Comedy¬,Pumpkin¬,R¬,113¬,Adam Larson Broder¬,2002¬,,,
Alameda Films¬,Mexico¬,Carlos Carrera¬,Drama¬,El crimen del padre Amaro¬,R¬,100¬,Vicente Le�ero¬,2002¬,,,
Fox Searchlight Pictures¬,Spain¬,John Malkovich¬,Crime¬,Sendero de sangre¬,R¬,132¬,Nicholas Shakespeare¬,2002¬,,,
Universal Pictures¬,UK¬,Daisy von Scherler Mayer¬,Comedy¬,The Guru¬,R¬,94¬,Tracey Jackson¬,2002¬,,,
Solaris¬,USA¬,Alex Smith¬,Drama¬,The Slaughter Rule¬,R¬,112¬,Alex Smith¬,2002¬,,,
United Artists¬,USA¬,Matt Dillon¬,Crime¬,City of Ghosts¬,R¬,116¬,Matt Dillon¬,2002¬,,,
Holedigger Films¬,USA¬,Dylan Kidd¬,Comedy¬,Roger Dodger¬,R¬,106¬,Dylan Kidd¬,2002¬,,,
T�l�ma¬,France¬,Laetitia Colombani¬,Romance¬,He Loves Me... He Loves Me Not¬,PG-13¬,92¬,Laetitia Colombani¬,2002¬,,,
Sogepaq¬,Spain¬,Fernando Le�n de Aranoa¬,Comedy¬,Mondays in the Sun¬,R¬,113¬,Fernando Le�n de Aranoa¬,2002¬,,,
Not specified¬,UK¬,Lynne Ramsay¬,Drama¬,Morvern Callar¬,R¬,97¬,Lynne Ramsay¬,2002¬,,,
Cartoon Network Studios¬,USA¬,Craig McCracken¬,Animation¬,The Powerpuff Girls Movie¬,PG¬,73¬,Charlie Bean¬,2002¬,,,
Robbins Entertainment¬,USA¬,Austin Chick¬,Drama¬,XX¬,XY¬,180703¬,2877¬,Austin Chick¬,2002¬,,
Paramount Pictures¬,USA¬,Cathy Malkasian¬,Animation¬,The Wild Thornberrys Movie¬,PG¬,85¬,Arlene Klasky¬,2002¬,,,
Gaylord Films¬,USA¬,Anthony Russo¬,Comedy¬,Welcome to Collinwood¬,R¬,86¬,Anthony Russo¬,2002¬,,,
Roc-a-fella Films¬,USA¬,Abdul Malik Abbott¬,Drama¬,State Property¬,R¬,88¬,Abdul Malik Abbott¬,2002¬,,,
Morgan Creek Productions¬,USA¬,Jesse Vaughan¬,Comedy¬,Juwanna Mann¬,PG-13¬,91¬,Bradley Allenstein¬,2002¬,,,
Arenas Entertainment¬,USA¬,Franc. Reyes¬,Crime¬,Empire¬,R¬,90¬,Franc. Reyes¬,2002¬,,,
Applause Pictures¬,Hong Kong¬,Danny Pang¬,Drama¬,The Eye¬,R¬,99¬,Yuet-Jan Hui¬,2002¬,,,
Cherry Sky Films¬,USA¬,Justin Lin¬,Crime¬,Better Luck Tomorrow¬,R¬,101¬,Ernesto Foronda¬,2002¬,,,
Paramount Pictures¬,USA¬,Tuck Tucker¬,Animation¬,Hey Arnold! The Movie¬,PG¬,76¬,Craig Bartlett¬,2002¬,,,
AAMPI Inc.¬,Hungary¬,Menno Meyjes¬,Drama¬,Max¬,R¬,106¬,Menno Meyjes¬,2002¬,,,
Columbia Pictures Film Production Asia¬,Hong Kong¬,Corey Yuen¬,Action¬,So Close¬,R¬,100¬,Jeffrey Lau¬,2002¬,,,
Wiseau-Films¬,USA¬,Tommy Wiseau¬,Drama¬,The Room¬,R¬,99¬,Tommy Wiseau¬,2003¬,,,
Walt Disney Pictures¬,USA¬,Gore Verbinski¬,Action¬,Pirates of the Caribbean: The Curse of the Black Pearl¬,PG-13¬,143¬,Ted Elliott¬,2003¬,,,
Miramax¬,USA¬,Quentin Tarantino¬,Action¬,Kill Bill: Vol. 1¬,R¬,111¬,Quentin Tarantino¬,2003¬,,,
New Line Cinema¬,USA¬,Peter Jackson¬,Adventure¬,The Lord of the Rings: The Return of the King¬,PG-13¬,201¬,J.R.R. Tolkien¬,2003¬,,,
Universal Pictures¬,UK¬,Richard Curtis¬,Comedy¬,Love Actually¬,R¬,135¬,Richard Curtis¬,2003¬,,,
Egg Films¬,South Korea¬,Chan-wook Park¬,Action¬,Oldboy: Cinco d�as para vengarse¬,R¬,120¬,Garon Tsuchiya¬,2003¬,,,
United Artists¬,USA¬,Victor Salva¬,Horror¬,Jeepers Creepers II¬,R¬,100¬,Victor Salva¬,2003¬,,,
Warner Bros.¬,USA¬,Clint Eastwood¬,Crime¬,Mystic River¬,R¬,138¬,Brian Helgeland¬,2003¬,,,
Recorded Picture Company (RPC)¬,UK¬,Bernardo Bertolucci¬,Drama¬,The Dreamers¬,NC-17¬,115¬,Gilbert Adair¬,2003¬,,,
Universal Pictures¬,USA¬,Ang Lee¬,Action¬,Hulk¬,PG-13¬,138¬,Stan Lee¬,2003¬,,,
Pixar Animation Studios¬,USA¬,Andrew Stanton¬,Animation¬,Finding Nemo¬,G¬,100¬,Andrew Stanton¬,2003¬,,,
Focus Features¬,USA¬,Sofia Coppola¬,Drama¬,Lost in Translation¬,R¬,102¬,Sofia Coppola¬,2003¬,,,
New Line Cinema¬,USA¬,Marcus Nispel¬,Horror¬,The Texas Chainsaw Massacre¬,R¬,98¬,Kim Henkel¬,2003¬,,,
Fox Searchlight Pictures¬,USA¬,Catherine Hardwicke¬,Drama¬,Thirteen¬,R¬,100¬,Catherine Hardwicke¬,2003¬,,,
Media 8 Entertainment¬,Germany¬,Patty Jenkins¬,Biography¬,Monster: Asesina en serie¬,R¬,109¬,Patty Jenkins¬,2003¬,,,
Summit Entertainment¬,USA¬,Rob Schmidt¬,Horror¬,Wrong Turn¬,R¬,84¬,Alan B. McElroy¬,2003¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Shawn Levy¬,Comedy¬,Cheaper by the Dozen¬,PG¬,98¬,Frank B. Gilbreth Jr.¬,2003¬,,,
Warner Bros.¬,USA¬,Lana Wachowski¬,Action¬,The Matrix Reloaded¬,R¬,138¬,Lilly Wachowski¬,2003¬,,,
Walt Disney Pictures¬,USA¬,Andrew Davis¬,Adventure¬,Holes¬,PG¬,117¬,Louis Sachar¬,2003¬,,,
Lakeshore Entertainment¬,USA¬,Len Wiseman¬,Action¬,Underworld¬,R¬,121¬,Kevin Grevioux¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,Tim Burton¬,Adventure¬,Big Fish¬,PG-13¬,125¬,Daniel Wallace¬,2003¬,,,
Marvel Enterprises¬,USA¬,Mark Steven Johnson¬,Action¬,Daredevil¬,PG-13¬,103¬,Mark Steven Johnson¬,2003¬,,,
Warner Bros.¬,USA¬,Edward Zwick¬,Action¬,The Last Samurai¬,R¬,154¬,John Logan¬,2003¬,,,
Paramount Pictures¬,USA¬,Richard Linklater¬,Comedy¬,School of Rock¬,PG-13¬,108¬,Mike White¬,2003¬,,,
C-2 Pictures¬,USA¬,Jonathan Mostow¬,Action¬,Terminator 3: Rise of the Machines¬,R¬,109¬,James Cameron¬,2003¬,,,
Paramount Pictures¬,USA¬,F. Gary Gray¬,Action¬,The Italian Job¬,PG-13¬,111¬,Troy Kennedy-Martin¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,James Mangold¬,Mystery¬,Identity¬,R¬,90¬,Michael Cooney¬,2003¬,,,
New Line Cinema¬,USA¬,Ronny Yu¬,Action¬,Freddy vs. Jason¬,R¬,97¬,Wes Craven¬,2003¬,,,
DreamWorks¬,USA¬,Todd Phillips¬,Comedy¬,Old School¬,R¬,88¬,Court Crandall¬,2003¬,,,
Universal Pictures¬,USA¬,John Singleton¬,Action¬,2 Fast 2 Furious¬,PG-13¬,107¬,Gary Scott Thompson¬,2003¬,,,
Warner Bros.¬,Australia¬,Lana Wachowski¬,Action¬,Matrix Revolutions¬,R¬,129¬,Lilly Wachowski¬,2003¬,,,
Zentropa Entertainments¬,Netherlands¬,Lars von Trier¬,Crime¬,Dogville¬,R¬,178¬,Lars von Trier¬,2003¬,,,
Angry Films¬,USA¬,Stephen Norrington¬,Action¬,The League of Extraordinary Gentlemen¬,PG-13¬,110¬,Alan Moore¬,2003¬,,,
Universal Pictures¬,UK¬,P.J. Hogan¬,Adventure¬,Peter Pan¬,PG¬,113¬,J.M. Barrie¬,2003¬,,,
Spectacle Entertainment Group¬,USA¬,Rob Zombie¬,Horror¬,House of 1000 Corpses¬,R¬,89¬,Rob Zombie¬,2003¬,,,
Castle Rock Entertainment¬,USA¬,Lawrence Kasdan¬,Drama¬,Dreamcatcher¬,R¬,136¬,Stephen King¬,2003¬,,,
Paramount Pictures¬,USA¬,Jan de Bont¬,Action¬,Lara Croft Tomb Raider: The Cradle of Life¬,PG-13¬,117¬,Dean Georgaris¬,2003¬,,,
Miramax¬,UK¬,Anthony Minghella¬,Adventure¬,Cold Mountain¬,R¬,154¬,Charles Frazier¬,2003¬,,,
Spyglass Entertainment¬,USA¬,Tom Shadyac¬,Comedy¬,Bruce Almighty¬,PG-13¬,101¬,Steve Koren¬,2003¬,,,
Twentieth Century Fox Film Corporation¬,Canada¬,Bryan Singer¬,Action¬,X-Men 2¬,PG-13¬,134¬,Zak Penn¬,2003¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Peter Weir¬,Action¬,Master and Commander: The Far Side of the World¬,PG-13¬,138¬,Patrick O'Brian¬,2003¬,,,
Touchstone Pictures¬,USA¬,Kevin Costner¬,Drama¬,Open Range¬,R¬,139¬,Lauran Paine¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,Peter Berg¬,Action¬,The Rundown¬,PG-13¬,104¬,R.J. Stewart¬,2003¬,,,
New Line Cinema¬,USA¬,Jon Favreau¬,Comedy¬,Elf¬,PG¬,97¬,David Berenbaum¬,2003¬,,,
Lynda Obst Productions¬,USA¬,Donald Petrie¬,Comedy¬,How to Lose a Guy in 10 Days¬,PG-13¬,116¬,Michele Alexander¬,2003¬,,,
Universal Pictures¬,USA¬,Bo Welch¬,Adventure¬,The Cat in the Hat¬,PG¬,82¬,Dr. Seuss¬,2003¬,,,
Casual Friday Productions¬,USA¬,Mark Waters¬,Comedy¬,Freaky Friday¬,PG¬,97¬,Mary Rodgers¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,McG¬,Action¬,Charlie's Angels: Full Throttle¬,PG-13¬,106¬,Ivan Goff¬,2003¬,,,
Archer Street Productions¬,UK¬,Peter Webber¬,Biography¬,Girl with a Pearl Earring¬,PG-13¬,100¬,Tracy Chevalier¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,Michael Bay¬,Action¬,Bad Boys II¬,R¬,147¬,George Gallo¬,2003¬,,,
Universal Pictures¬,USA¬,Jesse Dylan¬,Comedy¬,American Wedding¬,R¬,96¬,Adam Herz¬,2003¬,,,
New Line Cinema¬,USA¬,Tim McCanlies¬,Comedy¬,Secondhand Lions¬,PG¬,111¬,Tim McCanlies¬,2003¬,,,
New Line Cinema¬,USA¬,David R. Ellis¬,Horror¬,Final Destination 2¬,R¬,90¬,J. Mackye Gruber¬,2003¬,,,
This Is That Productions¬,USA¬,Alejandro Gonz�lez I��rritu¬,Crime¬,21 Grams¬,R¬,124¬,Guillermo Arriaga¬,2003¬,,,
Universal Pictures¬,USA¬,Alan Parker¬,Crime¬,The Life of David Gale¬,R¬,130¬,Charles Randolph¬,2003¬,,,
CJ Entertainment¬,South Korea¬,Joon-ho Bong¬,Crime¬,Memories of Murder¬,NOT RATED¬,131¬,Joon-ho Bong¬,2003¬,,,
DreamWorks¬,USA¬,Vadim Perelman¬,Drama¬,House of Sand and Fog¬,R¬,126¬,Andre Dubus III¬,2003¬,,,
Walt Disney Pictures¬,USA¬,Jim Fall¬,Adventure¬,The Lizzie McGuire Movie¬,PG¬,94¬,Susan Estelle Jansen¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,Robert Rodriguez¬,Action¬,Once Upon a Time in Mexico¬,R¬,102¬,Robert Rodriguez¬,2003¬,,,
Paramount Pictures¬,USA¬,Jon Amiel¬,Action¬,The Core¬,PG-13¬,135¬,Cooper Layne¬,2003¬,,,
Dimension Films¬,USA¬,David Zucker¬,Comedy¬,Scary Movie 3¬,PG-13¬,84¬,Craig Mazin¬,2003¬,,,
Revolution Studios¬,USA¬,Mike Newell¬,Drama¬,Mona Lisa Smile¬,PG-13¬,117¬,Lawrence Konner¬,2003¬,,,
Gray Daisy Films¬,USA¬,Vincent Gallo¬,Drama¬,The Brown Bunny¬,NOT RATED¬,93¬,Vincent Gallo¬,2003¬,,,
Revolution Studios¬,USA¬,Peter Segal¬,Comedy¬,Anger Management¬,PG-13¬,106¬,David Dorfman¬,2003¬,,,
Fox 2000 Pictures¬,USA¬,Peyton Reed¬,Comedy¬,Down with Love¬,PG-13¬,101¬,Eve Ahlert¬,2003¬,,,
Miramax¬,Germany¬,Robert Benton¬,Drama¬,The Human Stain¬,R¬,106¬,Philip Roth¬,2003¬,,,
Plunge Pictures LLC¬,USA¬,Chris Kentis¬,Adventure¬,Open Water¬,R¬,79¬,Chris Kentis¬,2003¬,,,
Alexandre Films¬,France¬,Alexandre Aja¬,Crime¬,High Tension¬,R¬,91¬,Alexandre Aja¬,2003¬,,,
Touchstone Pictures¬,USA¬,Audrey Wells¬,Comedy¬,Under the Tuscan Sun¬,PG-13¬,113¬,Frances Mayes¬,2003¬,,,
Cheyenne Enterprises¬,USA¬,Antoine Fuqua¬,Action¬,Tears of the Sun¬,R¬,121¬,Alex Lasker¬,2003¬,,,
Revolution Studios¬,USA¬,Ron Shelton¬,Action¬,Hollywood Homicide¬,PG-13¬,116¬,Robert Souza¬,2003¬,,,
Dimension Films¬,USA¬,Robert Rodriguez¬,Action¬,Spy Kids 3: Game Over¬,PG¬,84¬,Robert Rodriguez¬,2003¬,,,
DreamWorks¬,USA¬,Patrick Gilmore¬,Animation¬,Sinbad: Legend of the Seven Seas¬,PG¬,85¬,John Logan¬,2003¬,,,
Warner Bros.¬,USA¬,Dennie Gordon¬,Comedy¬,What a Girl Wants¬,PG¬,105¬,William Douglas-Home¬,2003¬,,,
Revolution Studios¬,USA¬,Ron Howard¬,Adventure¬,The Missing¬,R¬,137¬,Thomas Eidson¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,Nancy Meyers¬,Comedy¬,Something's Gotta Give¬,PG-13¬,128¬,Nancy Meyers¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,Mathieu Kassovitz¬,Horror¬,Gothika¬,R¬,98¬,Sebastian Gutierrez¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,Clark Johnson¬,Action¬,S.W.A.T.¬,PG-13¬,117¬,Robert Hamner¬,2003¬,,,
Universal Pictures¬,UK¬,Peter Howitt¬,Action¬,Johnny English¬,PG¬,100¬,Neal Purvis¬,2003¬,,,
Metro-Goldwyn-Mayer (MGM)¬,USA¬,Harald Zwart¬,Action¬,Agent Cody Banks¬,PG¬,102¬,Ashley Miller¬,2003¬,,,
Walt Disney Pictures¬,USA¬,Rob Minkoff¬,Comedy¬,The Haunted Mansion¬,PG¬,100¬,David Berenbaum¬,2003¬,,,
Phoenix Pictures¬,Germany¬,John McTiernan¬,Action¬,B�sico y letal¬,R¬,98¬,James Vanderbilt¬,2003¬,,,
Columbia Pictures Corporation¬,USA¬,Terry Zwigoff¬,Comedy¬,Bad Santa¬,R¬,91¬,Glenn Ficarra¬,2003¬,,,
Miramax¬,USA¬,Bruno Barreto¬,Comedy¬,View from the Top¬,PG-13¬,87¬,Eric Wald¬,2003¬,,,
Paramount Pictures¬,USA¬,John Woo¬,Action¬,Paycheck¬,PG-13¬,119¬,Philip K. Dick¬,2003¬,,,
Fid�lit� Productions¬,France¬,Fran�ois Ozon¬,Crime¬,Swimming Pool: juegos perversos¬,R¬,102¬,Fran�ois Ozon¬,2003¬,,,
Warner Bros.¬,USA¬,Ridley Scott¬,Comedy¬,Matchstick Men¬,PG-13¬,116¬,Eric Garcia¬,2003¬,,,
